Address,Quadrant,Profit_Factor,Average_Leverage,Total_PnL,Win_Rate,Liq_Loss_Ratio,Total_Account_Value,Avg_Duration_Min,Orders_30d,Orders_Per_Day,Duration_Ratio,Liq_Loss_Ratio_Detail,Top_Coins_Vol_Ratio,Liquidations_60d,Avg_PV
0x12bca82cd0610f129e00d35ffc477d00fa5cf747,Q2: 爆破敢死队,0.0073,30.0,-91217.0,25.00%,1.0335,2031.07,6420.19,3,0.07,543.0398,1.0335,0.9202,1,125501.41
0xef9e57f9d25b6cda0349bf07d74d7c725b077f5a,Q2: 爆破敢死队,0.0,22.5,-15836.99,0.00%,1.0,507.28,4269.87,3,0.1,0.0,1.0,1.0,1,167200.08
0x73c8c1d1cb1115c6f78b06ad97aa2285e4f4d25f,Q2: 爆破敢死队,0.0988,15.0,-19439.28,28.95%,0.6227,171.88,7691.38,3,0.07,1.5172,0.6227,1.0,3,10585.63
0x789148a4325eb1c550f1db0b1156a4883dbf2137,Q2: 爆破敢死队,0.2216,20.0,-131132.85,25.00%,1.3089,2157.54,28060.15,3,0.07,3.3824,1.3089,1.0,9,1387341.69
0xfbf1c8152b3e5516f126157be27281c3dbc8658f,Q2: 爆破敢死队,0.0684,40.0,-12574.5,27.27%,1.0,171.81,160.16,3,0.1,1.6269,1.0,1.0,1,173851.4
0x7927848945bee95c07345b52af5a11dc3f39ac4f,Q2: 爆破敢死队,0.1838,20.0,-22150.44,29.41%,0.1558,1559.46,7576.37,3,0.1,0.603,0.1558,0.8,1,14580.11
0x36a0dae1bd2a4b10eff7af2c480234392f356a85,Q2: 爆破敢死队,0.0,40.0,-11868.63,0.00%,0.5505,1354.58,7749.9,3,0.07,0.0,0.5505,1.0,2,158698.0
0x7a2bbf68b2e627700e5ed39fccb83e8f44ddde7e,Q2: 爆破敢死队,0.1974,40.0,-10212.25,29.27%,0.7057,0.14,1714.88,3,0.03,1.4414,0.7057,1.0,2,16454.77
0x79bd5b7380c3d23ed6f87e9ad545ef55c37ca7bf,Q2: 爆破敢死队,0.0,40.0,-26412.52,0.00%,1.0,461.59,135066.18,3,0.1,0.0,1.0,1.0,1,118667.74
0x3c7d9de6e622e0842e95caae93ae55395b40ca78,Q2: 爆破敢死队,0.2019,20.0,-89143.82,28.57%,1.0,1101.11,29776.89,3,0.03,1.0399,1.0,1.0,1,335290.47
0x3e5e46c0821daa21f3b8b62c746a73b74fb74f97,Q2: 爆破敢死队,0.1398,11.5,-48418.67,26.32%,0.989,213.37,8905.23,3,0.07,1.2264,0.989,0.837,2,26851.96
0x3dfedcb48fa6765cf7ce7e1a3183167fd14bfcf6,Q2: 爆破敢死队,0.0927,22.5,-31319.72,26.67%,1.0,289.42,44133.99,3,0.07,1.3491,1.0,1.0,2,10463.73
0x1e854c2ee032c38785d1717064a915f4d22c306d,Q2: 爆破敢死队,0.2405,20.0,-61936.68,13.33%,1.0,32.89,5464.64,3,0.07,0.41,1.0,1.0,1,162139.99
0x1db797d266b52f6e10448b326002a75be19b4eb2,Q2: 爆破敢死队,0.0,40.0,-11633.87,0.00%,1.0,591.13,35792.44,3,0.03,0.0,1.0,1.0,1,55894.08
0x1d7fd4c63839d579827ac506e1359a86bb6d4ed5,Q2: 爆破敢死队,0.0,20.0,-16832.71,0.00%,1.0,2139.83,32674.42,3,0.07,0.0,1.0,1.0,2,209656.71
0x081ed7fd85922983a0847ac4c9533556d6d8bc5e,Q2: 爆破敢死队,0.1959,20.0,-14502.92,25.00%,0.6133,430.65,14731.94,3,0.03,59.6467,0.6133,0.9713,1,74359.41
0xc78aba57ef598a39a4c3ff11609dddb9190f5ea0,Q1: 黄金提款机,0.0471,8.39,-71575.96,15.97%,0.8056,3643.9,5140.73,252,8.4,0.4983,0.8056,0.8,16,14998.05
0x768cb1c8a14cdde9bbbb3c22d55a546cb714602a,Q1: 黄金提款机,0.1125,10.0,-25730.35,24.24%,0.2852,0.0,1214.09,197,6.57,1.1593,0.2852,1.0,1,36153.03
0x463f98e7e87f57961faa6a976db6231b4c164e39,Q1: 黄金提款机,0.0452,6.9,-38127.64,24.62%,0.0003,10.78,6124.45,154,5.13,1.8739,0.0003,0.9806,1,13305.25
0x62f60ba0530f3dfb0f1b93ee7ab0a39410f47905,Q1: 黄金提款机,0.0037,2.52,-14582.15,6.38%,0.4188,11620.86,1488.57,120,4.0,32.5906,0.4188,1.0,1,40251.95
0xce0c2121a987ae638a5a3d68cd26fa3f8b46b2e9,Q1: 黄金提款机,0.0,10.0,-180633.72,0.00%,0.7827,3747.3,7101.37,89,2.97,0.0,0.7827,1.0,10,758718.93
0x2a3b489f3d8d806af5df8f90425e9fcad1fadf92,Q1: 黄金提款机,0.2325,7.86,-112150.04,24.56%,1.052,758.08,581117.56,75,2.5,1.762,1.052,0.915,36,25339.38
0x53451cc2245ef32d5068d28a8c8f16b0cdb1f101,Q1: 黄金提款机,0.0541,10.0,-14526.61,18.18%,0.0961,542.73,7642.22,46,1.53,27.4405,0.0961,0.8476,2,10971.79
0x22402c8c5057925420c607d650d151bf722b56bc,Q1: 黄金提款机,0.0452,5.5,-46192.22,25.00%,0.3301,19721.53,4449.38,46,1.53,6.1294,0.3301,0.8603,2,39941.49
0xd902bc9c2f8f42010a56ddf7feb85b41a24c95f7,Q1: 黄金提款机,0.1964,9.32,-147336.69,23.33%,1.0496,605.54,640483.66,45,1.5,1.2083,1.0496,0.8429,22,33957.62
0xb64537b2d84976d7109c8484c708cc758edd5be1,Q1: 黄金提款机,0.0904,7.73,-12120.89,11.76%,1.2481,294.03,5275.25,43,1.43,3.4209,1.2481,0.8,8,16360.26
0x40f4abe425a00470dab6d3b1348d284958a9c949,Q1: 黄金提款机,0.0454,3.0,-144911.8,15.38%,0.3772,17496.5,25465.46,42,1.4,1.1176,0.3772,0.8704,9,55413.21
0xe4bf60d182f4e2bc4af4f5aad46a0f556ade73d9,Q1: 黄金提款机,0.1393,10.0,-28995.77,14.29%,0.6099,9420.18,602.82,40,1.33,0.1817,0.6099,0.9465,4,76888.15
0x67be7dd5a9a4502ab10913cf49f48f7231dec831,Q1: 黄金提款机,0.268,5.67,-19534.39,20.59%,0.4486,16028.19,7983.67,37,1.23,0.4995,0.4486,0.8672,2,27088.02
0xc9b622ff7e7c15eec619300f6d0a00463e2c1f0a,Q1: 黄金提款机,0.0,7.33,-248207.79,0.00%,1.0,0.0,3249.47,33,1.1,0.0,1.0,1.0,9,420801.62
0x0f333ac959b9f71a9c73347acc15fee2df89f71e,Q1: 黄金提款机,0.0195,8.75,-14173.39,25.00%,1.057,451.29,4405.8,27,0.9,41.4533,1.057,0.9692,3,33289.78
0xb22f14222092f1d5923a65369a646ee4c1f161c1,Q1: 黄金提款机,0.0,9.0,-19330.6,0.00%,0.9934,1681.68,33687.1,26,0.87,0.0,0.9934,1.0,2,27521.56
0x0ad8d14121dac29cdda3ec7218ec4800c84a1eae,Q1: 黄金提款机,0.0521,5.75,-45749.87,22.22%,0.0069,14093.7,10887.57,22,0.73,2.8039,0.0069,0.9934,1,81237.14
0x578f9ced9af3f948c4d697a0e0d66c4a764081e1,Q1: 黄金提款机,0.0014,10.0,-129315.45,22.22%,0.0039,526.79,573.14,22,0.73,1.9579,0.0039,0.9941,1,79440.15
0xa7c1e315c6b51785713c5ddc1c3831e12eddfe84,Q1: 黄金提款机,0.0238,4.8,-14224.99,20.00%,0.4662,5372.08,2922.97,20,0.67,5.0899,0.4662,0.8,1,49246.92
0x6502c214015380a3941465da72c256514c5de72c,Q1: 黄金提款机,0.0,3.71,-68194.67,0.00%,0.7499,943.78,41723.83,20,0.67,0.0,0.7499,0.9219,4,191526.31
0x2258e718fa0aa799dd177c32b44878c797cba192,Q1: 黄金提款机,0.0,4.0,-235880.48,0.00%,1.0274,3436.09,38264.01,18,0.6,0.0,1.0274,0.859,4,396225.9
0x77f4b2b3a5e64d5dc0ff020782d5816b47f6c172,Q1: 黄金提款机,0.0,4.0,-34540.61,0.00%,0.9726,840.18,8905.15,14,0.47,0.0,0.9726,0.8,4,30603.19
0xa47350da81601a806f002e516652abb2986d282e,Q1: 黄金提款机,0.0,4.5,-10889.61,0.00%,0.56,8310.39,6811.81,13,0.43,0.0,0.56,0.8,1,36735.34
0x7152a117b6b652fdccf4c35382e9a9edde9af0ad,Q1: 黄金提款机,0.0004,2.67,-304646.35,10.34%,1.0,5025.23,102725.79,13,0.43,10.1437,1.0,0.8083,14,16806.21
0xb996c22563761635788236f1746b55f67107b67e,Q1: 黄金提款机,0.0146,6.33,-71344.4,10.00%,0.8581,3175.52,12454.47,12,0.4,10053.3804,0.8581,1.0,1,50871.2
0x05dcdecddc3f43bb1e3fb1d270f4931627062749,Q1: 黄金提款机,0.0,8.0,-308469.4,0.00%,0.7283,0.0,23351.9,12,0.4,0.0,0.7283,1.0,2,1905500.02
0x13e31bacaefdca10672245a95ea2e0907afd6d80,Q1: 黄金提款机,0.0369,10.0,-46872.73,28.57%,0.5055,971.03,24690.74,12,0.4,1.4097,0.5055,0.9723,4,128710.59
0x2ca68ee720f07a8c9c8e47755ab6b5577a98bb5a,Q1: 黄金提款机,0.0513,8.5,-10904.22,16.67%,0.9682,0.69,11902.68,10,0.33,0.1423,0.9682,0.8,1,30139.34
0x08421cecaed45458f83ee3f75281dbc3758cdac2,Q1: 黄金提款机,0.0,5.0,-297539.15,0.00%,1.0,5710.98,23976.39,10,0.33,0.0,1.0,1.0,2,601008.88
0x7ca5b250258060489467abedb983ca2ed2e913c8,Q1: 黄金提款机,0.0401,4.17,-51009.91,20.00%,0.0424,0.27,11016.43,10,0.33,29.8122,0.0424,0.8947,0,51518.83
0x3ce2560da04370343fe0b92d0028b93845cfb3ac,Q1: 黄金提款机,0.0,4.0,-169919.92,0.00%,1.0,1021.07,120567.08,9,0.3,0.0,1.0,1.0,8,586277.79
0x046ffc7f24e707f9ea65aca74beac1e4fd7c3001,Q1: 黄金提款机,0.0007,3.4,-28803.9,16.67%,0.0054,1037.99,54482.29,7,0.23,0.9124,0.0054,0.9447,2,18276.0
0xfdb714222de5bfd1fb0571b22878a52488c46538,Q1: 黄金提款机,0.2111,8.5,-225450.13,28.97%,0.0002,10647.11,3086.74,7,0.23,0.6202,0.0002,0.8,1,64600.55
0xa9cc86de616aed04aa5103b6069a5630e075aa67,Q1: 黄金提款机,0.0578,7.8,-10381.64,16.67%,0.0707,53.52,27221.15,6,0.2,10.9247,0.0707,1.0,1,25185.46
0xb400a2860639324dbe7c271897d1ac49dd8de67b,Q1: 黄金提款机,0.0007,5.0,-51619.96,25.00%,0.9478,1849.51,3375.69,6,0.2,1.1432,0.9478,0.9996,3,223977.99
0x59b02f47b7da48d67ebb7db130fe529e064d1551,Q1: 黄金提款机,0.0637,3.0,-12052.54,12.50%,0.3526,0.2,2739.58,6,0.2,0.1007,0.3526,0.9526,0,47635.83
0x4724134b2ca0301ebc88e641018bc0f9d451a098,Q1: 黄金提款机,0.0,10.0,-23293.41,0.00%,1.0,7993.16,117205.03,5,0.17,0.0,1.0,1.0,3,91880.0
0xdb75c592e0191a2bcde019478437c2df3eb4a45d,Q1: 黄金提款机,0.0,5.0,-74346.6,0.00%,1.0,0.0,7263.26,5,0.17,0.0,1.0,1.0,2,351558.96
0x6ddf48abc454295479aaaa40316d0a7272cb0851,Q1: 黄金提款机,0.252,10.0,-24166.24,25.32%,2.4208,234.0,4809.57,5,0.17,0.5682,2.4208,0.961,1,12410.79
0xf86286fa508d3d1667f12ce94d6380a546604855,Q1: 黄金提款机,0.0033,3.0,-79091.12,20.00%,1.0033,0.01,128347.67,5,0.17,1.2492,1.0033,0.8,4,47701.16
0x9467dbb1aa500bcb3624b5f41a30402ab15a7f10,Q1: 黄金提款机,0.0,3.0,-93993.46,0.00%,1.0,1913.11,79951.67,4,0.13,0.0,1.0,1.0,2,313604.27
0x9f4afa89761d357570911ea4fea3d429001dfeed,Q1: 黄金提款机,0.2496,5.0,-10133.95,14.29%,1.122,9907.57,16941.41,4,0.13,0.8977,1.122,0.8,1,25633.69
0xa17e4a9ad55cf0b346fea6d875e2af130d1c2be3,Q1: 黄金提款机,0.0,4.0,-1448784.78,0.00%,1.0027,11328.33,174189.63,4,0.13,0.0,1.0027,0.8,3,2692750.37
0x512e5f46e0c5352f3971ac8192466959226b77c3,Q1: 黄金提款机,0.0315,3.0,-17589.37,28.57%,0.1196,167.68,22709.09,4,0.13,0.4394,0.1196,0.8455,1,231251.3
0x59c01b9d0eadd3b0e4372ac51eb33f6cd84e7b44,Q1: 黄金提款机,0.0,3.25,-64793.42,0.00%,0.8445,17262.01,29893.07,4,0.13,0.0,0.8445,0.8,3,33439.62
0xc5e37c66c369ff93c5633371ddf37c3a976a60be,Q1: 黄金提款机,0.0,3.0,-17255.32,0.00%,1.0,0.0,1139.17,4,0.13,0.0,1.0,1.0,3,156381.26
0x6398e04dfd477546fbe5b238c6437efc6af144d0,Q1: 黄金提款机,0.0,10.0,-224263.81,0.00%,1.0,3090.21,133504.21,4,0.13,0.0,1.0,1.0,4,649211.0
0x79db908131feae755a188f8cb0959c9ce439a50e,Q1: 黄金提款机,0.0328,5.0,-152997.93,25.00%,0.9008,4572.97,56048.93,4,0.13,2.8108,0.9008,0.9494,2,261584.25
0x022a07db7481782817dc7f3554c50ba8ac14a95d,Q1: 黄金提款机,0.0,5.0,-119837.43,0.00%,0.4572,15674.59,36427.59,4,0.13,0.0,0.4572,1.0,3,152277.98
0x852dcba7cbd0cf9bc7a5316463fccbe8e2634acd,Q1: 黄金提款机,0.0001,10.0,-37368.76,14.29%,1.0,1885.77,40102.96,3,0.1,0.0605,1.0,0.9999,2,80662.42
0x875291162629a1fe9a2338075aa968d7a6fe5eaa,Q1: 黄金提款机,0.1808,3.0,-16566.45,28.57%,1.0,1.73,2145.52,3,0.07,0.2706,1.0,1.0,1,100748.03
0x8723af66e4377df827b9135b8bca3d4352d0f130,Q1: 黄金提款机,0.2171,3.0,-172127.96,26.67%,1.0,2564.43,18451.62,3,0.07,17.0222,1.0,1.0,2,162961.15
0x87fbd42df33ca8385ae30315b4b3c3ab5b73f51c,Q1: 黄金提款机,0.0,3.0,-89109.47,0.00%,1.0,2275.81,327750.2,3,0.1,0.0,1.0,1.0,3,157884.52
0x40f9507c873395af50275198613b21cc1621d417,Q1: 黄金提款机,0.0,3.25,-188938.67,0.00%,1.0218,9002.88,41638.64,3,0.1,0.0,1.0218,0.9627,3,111547.54
0x20ad113e902dd028bfe3178854a9d481ecf824de,Q1: 黄金提款机,0.0,4.0,-103692.81,0.00%,1.0,0.0,243960.75,3,0.07,0.0,1.0,1.0,2,168447.37
0x8f46fb0688975f8e9362d6686a5116ffa99f9041,Q1: 黄金提款机,0.1345,10.0,-198829.53,16.67%,0.9936,53.62,49150.22,3,0.03,0.7865,0.9936,1.0,0,231884.2
0x0e20b8c822c696e73644e0e9e0f1824e4e690f56,Q1: 黄金提款机,0.0043,10.0,-257804.72,20.00%,0.8381,0.0,45123.41,3,0.07,23.9689,0.8381,1.0,4,150289.01
0x9448cbcbbc5a4cb60d4a6ef1177a5c6ce4d59402,Q1: 黄金提款机,0.0272,3.0,-10486.93,17.65%,0.0097,0.15,2664.99,3,0.07,67.0043,0.0097,0.9966,0,33517.09
0x9925fcfe6701e1b58b0e7133103915e4dbe43503,Q1: 黄金提款机,0.1497,5.33,-10374.48,25.00%,0.2918,3739.19,12650.27,3,0.03,3.5478,0.2918,0.9016,1,21674.61
0x9b4a90cc35ad55951f586a9c44f0a7da23e25f23,Q1: 黄金提款机,0.0,2.0,-88677.73,0.00%,1.0,616.66,100759.93,3,0.03,0.0,1.0,1.0,1,156188.9
0x0f5f4b5b7ca352cf4f5f2fc1ac8a9889decc4fcb,Q1: 黄金提款机,0.0,2.0,-19834.82,0.00%,1.0,1174.28,146537.22,3,0.03,0.0,1.0,1.0,1,38531.58
0xa05e542c01dc4ae2c1c8727b090644849e2d84b8,Q1: 黄金提款机,0.0699,3.0,-18781.83,28.57%,1.0,2075.4,71819.69,3,0.03,3.9372,1.0,1.0,0,15590.83
0x49de220974970b9b6d2d4ce2cdbcd0710e5c721f,Q1: 黄金提款机,0.0,2.0,-14716.68,0.00%,1.3128,374.67,134337.53,3,0.1,0.0,1.3128,1.0,1,31583.61
0x0955c92d8500eb679e524951273ad0845c3ab320,Q1: 黄金提款机,0.0601,6.0,-15305.07,18.18%,0.1581,3983.4,3907.33,3,0.07,1.5595,0.1581,0.8472,0,13890.6
0x08a56b7578c1ec0d85d4b62a2554bb5d1f35ab24,Q1: 黄金提款机,0.1028,10.0,-21006.05,25.00%,0.3658,9829.21,3209.68,3,0.07,1.3738,0.3658,1.0,1,15929.86
0xa6a691358aa16e4347be0268c6264fe1857cc3c8,Q1: 黄金提款机,0.0,5.0,-113400.2,0.00%,1.0,4200.86,6992.57,3,0.1,0.0,1.0,1.0,2,594301.72
0x532ce3c3bd21bb31a351a1ca1a9279d621ef24d9,Q1: 黄金提款机,0.1368,5.0,-10118.44,25.00%,0.1348,71.89,5886.99,3,0.07,0.6882,0.1348,1.0,1,15030.75
0xa8c54a9a3bddfc544dd8f24fd092efdca68e29ef,Q1: 黄金提款机,0.0,5.0,-18661.57,0.00%,1.0,379.48,161047.1,3,0.03,0.0,1.0,1.0,1,45642.34
0x5275ca347e3c6fd68e17b0fc8bb20d0acf3e085d,Q1: 黄金提款机,0.1401,10.0,-19225.83,26.32%,1.0,1451.86,24227.23,3,0.03,1.6602,1.0,1.0,1,25174.74
0x2985291c180f720163c2f4236ca4169a152d2e43,Q1: 黄金提款机,0.0,10.0,-10160.75,0.00%,0.0439,400.58,29812.06,3,0.07,0.0,0.0439,0.8,1,24825.14
0x11fa3ad342e91bf4cc0395ce3ec3700405aa4ff0,Q1: 黄金提款机,0.0,3.0,-548939.67,0.00%,1.0,14926.19,296856.25,3,0.07,0.0,1.0,1.0,2,1642015.24
0x119bf2f37cab80f8bfe6f7bddb5f33e22032bee5,Q1: 黄金提款机,0.0205,5.0,-17004.3,28.57%,1.0,275.41,24967.36,3,0.03,9.0936,1.0,1.0,1,36660.02
0xb86ec44ea0471b87ba6ecdb4522095ee83b21fb2,Q1: 黄金提款机,0.134,2.5,-22001.17,21.43%,0.4578,3678.78,10833.69,3,0.03,3.5088,0.4578,0.8,1,30968.04
0xbd2643e19ae4cb786855fedc9473f25416da5ba0,Q1: 黄金提款机,0.0,2.0,-27577.07,0.00%,0.1451,238.29,59132.61,3,0.03,0.0,0.1451,1.0,1,60145.44
0xbeffe696d7748b946ca44b8b8dfbe837f0a7e41c,Q1: 黄金提款机,0.0,3.0,-330170.54,0.00%,1.0,2069.41,74490.48,3,0.07,0.0,1.0,1.0,2,342171.22
0x2b772516864f8fc3dd15a7077ed790b5fcc80af1,Q1: 黄金提款机,0.0473,6.29,-13715.52,11.76%,0.7061,596.48,7689.26,3,0.07,3.6126,0.7061,0.8,2,12989.91
0xc34d75e5c32811b46647eb2d70fa3f17a321d1c6,Q1: 黄金提款机,0.0,2.0,-10635.71,0.00%,1.0,256.99,22087.5,3,0.07,0.0,1.0,1.0,1,46814.51
0xc51eedd2f10819c6188bf5225e982f255dcf132b,Q1: 黄金提款机,0.0114,10.0,-40472.59,20.00%,0.3971,0.26,8461.7,3,0.03,7.0991,0.3971,0.8984,1,63948.88
0xc502355cd0e8313e99a48cb63579262dad263c2c,Q1: 黄金提款机,0.0096,4.0,-30307.38,20.00%,0.9566,1989.95,32787.59,3,0.07,9.425,0.9566,0.9174,3,17686.39
0x5de729a70655cdab0456ce712af9c63095528080,Q1: 黄金提款机,0.0,10.0,-12069.39,0.00%,1.0115,130.08,2596.11,3,0.07,0.0,1.0115,0.9519,2,22613.06
0x1266092c1960349b8e1b9a0a8376ad430c176406,Q1: 黄金提款机,0.012,4.0,-17578.83,20.00%,1.0,38.18,31446.63,3,0.03,67.1933,1.0,1.0,1,27658.99
0x09ea47fa90c4ab08e521d905fe87fd2b82e28a42,Q1: 黄金提款机,0.0562,10.0,-35110.67,5.56%,1.0,636.59,1853.01,3,0.07,0.9164,1.0,1.0,1,73646.59
0xc8aca00fdf40cce0d0319de620bac9153dcad26d,Q1: 黄金提款机,0.0,5.0,-36255.65,0.00%,1.0,0.0,115123.74,3,0.03,0.0,1.0,1.0,1,122247.68
0x5ebe6e2c10a4993f09c2c1388902d8984fbe3eb1,Q1: 黄金提款机,0.0085,8.0,-39270.26,5.13%,0.1012,20.78,4461.67,3,0.1,0.86,0.1012,0.8521,1,11971.04
0xcc1e3c7cfb163c72932e49de13188902f5c5338f,Q1: 黄金提款机,0.2292,3.0,-200881.16,18.18%,0.6283,9.26,795.84,3,0.03,0.1179,0.6283,0.978,0,3009201.69
0x60257dd30d79c2ae4e9b449b864814655aca9ba0,Q1: 黄金提款机,0.0,2.0,-33572.92,0.00%,0.0537,5239.6,89867.28,3,0.1,0.0,0.0537,0.8344,1,26914.47
0xd0dec377b8f750d2bc8fc83f1b9d64d70317b045,Q1: 黄金提款机,0.0142,7.0,-139184.21,5.26%,0.3184,2385.46,12072.67,3,0.07,4.1943,0.3184,1.0,2,168784.17
0x6095a22c27a67563f3a1d5de41a1be2b87beab10,Q1: 黄金提款机,0.0,10.0,-10554.87,0.00%,0.9987,817.58,38107.54,3,0.03,0.0,0.9987,1.0,1,76845.43
0xdc193ec0e493b56cbe690b9e1de00fb8189938db,Q1: 黄金提款机,0.1307,3.0,-24476.63,16.67%,3.3447,0.17,1702.45,3,0.1,0.7258,3.3447,0.8472,0,58569.49
0xe1956f38781aaf97dc66d2d3028b6ee630c7ffd4,Q1: 黄金提款机,0.2066,3.0,-10524.59,20.00%,0.2245,1.17,5190.21,3,0.03,1.8833,0.2245,1.0,0,32590.51
0xed3fb9cb3afffde9f3ab9b1bf16f7af096a1c898,Q1: 黄金提款机,0.0,2.0,-37488.1,0.00%,1.0,0.0,213169.84,3,0.03,0.0,1.0,1.0,1,60427.42
0xec1ce11c555ff865795ba6577da4c1f4fd3db263,Q1: 黄金提款机,0.012,7.5,-42788.45,22.92%,0.8637,9.91,1651.46,3,0.1,2.802,0.8637,0.8,0,13616.36
0x34482af57c7aa49280f45c75f048e8ef53a5eb1d,Q1: 黄金提款机,0.006,8.25,-30967.92,20.00%,0.0577,376.61,18642.4,3,0.03,56.768,0.0577,0.9345,1,24702.3
0xee7ef46bb9a84bcfc4a525c5907c153d786128aa,Q1: 黄金提款机,0.0375,4.0,-35517.94,25.00%,0.9875,24.43,58741.98,3,0.07,0.2366,0.9875,1.0,1,30126.39
0x75b7f2f2e1d46002edffb40a16cc92024fd49965,Q1: 黄金提款机,0.0216,3.0,-12859.9,23.53%,1.8789,11.61,4834.34,3,0.03,11.8729,1.8789,0.8501,0,13008.68
0xf2a8d4489bd19874b2dba122e7d6e54bdc4bace4,Q1: 黄金提款机,0.0,4.0,-35364.95,0.00%,1.0,234.61,23724.57,3,0.07,0.0,1.0,1.0,1,20650.53
0xfe567ba6f4c4a1db3a2f543ad04d92966a75179a,Q1: 黄金提款机,0.0,5.03,-117296.29,0.00%,1.0,1822.14,8421.5,3,0.07,0.0,1.0,1.0,1,116995.85
0x7bf7e57506b007a677a6a09d00d5b0f2b2868ed1,Q1: 黄金提款机,0.0,4.0,-27967.05,0.00%,1.0,22.55,22004.17,3,0.03,0.0,1.0,1.0,1,78671.68
0x7e4d60840539453d5a1c511a31fc90bb64ee13a8,Q1: 黄金提款机,0.0,5.0,-12559.88,0.00%,0.8829,3668.4,4438.73,3,0.1,0.0,0.8829,0.834,1,47878.96
0x81b0f8b9975467dfdefb71014b8b8c978cd99841,Q1: 黄金提款机,0.0,5.0,-47518.79,0.00%,0.2332,59.57,6132.13,3,0.03,0.0,0.2332,0.9976,1,116158.77
0x9228c4bc733b38364cf6f483c0f4c6688df8e7ed,Q3: 鸡肋观察区,0.3534,2.87,-22787.78,27.43%,0.057,7.64,270.12,81,2.7,1.0461,0.057,0.8,0,35748.33
0xd8dd1c8c08844bbc7e641fd81b26cdef01e5c37d,Q3: 鸡肋观察区,0.325,9.11,-826330.3,22.99%,0.3918,0.07,4457.91,30,1.0,0.2891,0.3918,0.8,4,881081.98
0xece2f669b954aad701236b277fdb407a437cc895,Q3: 鸡肋观察区,0.4278,8.71,-52837.87,26.44%,0.3857,189.41,5177.28,25,0.83,1.457,0.3857,0.8002,6,13722.67
0xbe9998830c38910ef83e85eb33c90dd301d5516e,Q3: 鸡肋观察区,0.411,7.25,-260488.57,25.68%,0.8004,6320.62,23512.29,24,0.8,0.4034,0.8004,0.8146,13,32972.66
0x9e5f942e1025a7edd4ce482a6de8489b78ec38f0,Q3: 鸡肋观察区,0.3753,10.0,-12725.38,25.00%,1.4553,1732.81,3299.93,12,0.4,2.2445,1.4553,0.8577,2,62021.47
0x46d27ce3acda6632ce2e4737a4b9170241ffbf45,Q3: 鸡肋观察区,0.4952,3.0,-75913.85,25.00%,1.0,7109.61,7654.2,6,0.2,3.4957,1.0,1.0,4,781121.15
0x77137251eab1b45f6a989289d78dbe8b80c80737,Q3: 鸡肋观察区,0.392,10.0,-39329.41,23.88%,0.6675,231.0,4038.75,6,0.2,0.8979,0.6675,1.0,1,59233.59
0xe544f96c179398e7999eedf93a12b7950de1c690,Q3: 鸡肋观察区,0.4676,10.0,-10916.69,28.57%,1.5667,100.61,831.62,5,0.17,0.1308,1.5667,1.0,1,61629.88
0x48d64da2f327f459f22265088e2201b71b915a42,Q3: 鸡肋观察区,0.4354,4.0,-64891.36,25.00%,0.9679,1336.13,20088.87,3,0.07,2.9533,0.9679,1.0,0,160997.99
0x666b2bf0b16a80ee7f0dbb1907a92e15816ecb95,Q3: 鸡肋观察区,0.449,3.0,-16716.82,27.59%,0.1807,21.82,1298.12,3,0.03,1.1313,0.1807,1.0,1,218014.67
0x747992872104be7522e8416b05064223ed24b889,Q3: 鸡肋观察区,0.3887,3.0,-32342.24,16.28%,0.7966,2029.09,5062.82,3,0.03,0.1813,0.7966,0.9128,0,20006.28
